0,78.36734693877551,22.598048690475846
15,79.17525773195877,33.58386737541188
30,79.58549222797927,39.27658355160436
45,76.8,40.75532418156652
60,86.29213483146067,26.19296047038405
75,87.27272727272727,42.68020637410241
90,87.27272727272727,78.82401306777139
105,89.30232558139535,103.26706467452848
120,91.97604790419162,113.93532962623831
135,91.42857142857143,130.92103638015524
150,96.0,128.67841900857164
165,94.23312883435582,126.70555057663216
180,103.78378378378379,133.44327342623023
195,114.6268656716418,116.70611636392567
210,112.11678832116789,116.00125849281538
225,106.66666666666667,106.13435943804741
240,103.78378378378379,185.50193593221604
255,83.47826086956522,228.90505181243415
270,81.70212765957447,258.8246923721177
285,94.81481481481481,293.98221890794593
300,120.0,239.05676531617308
315,118.15384615384616,274.5954126631035
330,116.36363636363636,266.6158548376527
345,114.6268656716418,243.77986180781548
360,94.81481481481481,251.97603885548992
375,103.78378378378379,178.79700622742615
390,94.23312883435582,184.70870600089134
405,120.0,183.74038288580786
420,118.15384615384616,208.79365384165564
435,120.0,-1.0
450,118.15384615384616,-1.0
465,118.15384615384616,-1.0
