0,76.8,32.93539625525922
15,80.0,48.00436307249437
30,79.58549222797927,69.8746979657058
45,77.57575757575758,69.43577658049365
60,85.33333333333333,66.58293060737996
75,86.29213483146067,120.7449759556083
90,87.27272727272727,131.32194715487378
105,88.27586206896552,148.80785277452117
120,91.42857142857143,154.01483620377974
135,93.65853658536585,125.06367831383658
150,96.60377358490567,120.41427725394674
165,91.42857142857143,134.51038208981007
180,99.74025974025975,150.8302961785531
195,109.71428571428571,152.984543144003
210,88.27586206896552,142.4057611995706
225,93.65853658536585,117.22907175795214
240,96.0,102.8746244390053
255,82.58064516129032,108.51744835207238
270,81.70212765957447,132.03347072909054
285,88.27586206896552,171.57796980085217
300,94.81481481481481,183.54343375262565
315,97.21518987341773,182.24741794488088
330,101.72185430463576,184.61672128667615
345,98.46153846153847,168.5483574513636
360,88.27586206896552,166.62800658390233
375,111.30434782608695,164.48672339998583
390,105.20547945205479,172.88386113496912
405,109.71428571428571,149.82839909779014
420,117.25190839694656,145.74655793403497
435,118.15384615384616,-1.0
450,118.15384615384616,-1.0
465,117.25190839694656,-1.0
